Title,Year,Rated,Genre,Actors,Plot,Language,Country,imdbID,BoxOffice,Production
Saving Mr. Banks,2013,PG-13,"Biography, Comedy, Drama","Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell","Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",English,"USA, UK, Australia",tt2140373,"$83,301,580","Ruby Films, Essential Media and Entertainment"
Icarus,2017,TV-MA,"Documentary, Sport","Bryan Fogel, Dave Zabriskie, Don Catlin, Grigory Rodchenkov","When Bryan sets out to uncover the truth about doping in sports, a chance meeting with a Russian scientist transforms his story from a personal experiment into a geopolitical thriller.","English, Russian",USA,tt6333060,N/A,N/A
Jiro Dreams of Sushi,2011,PG,Documentary,"Jiro Ono, Yoshikazu Ono, Masuhiro Yamamoto, Daisuke Nakazama","A documentary on 85-year-old sushi master Jiro Ono, his renowned Tokyo restaurant, and his relationship with his son and eventual heir, Yoshikazu.",Japanese,USA,tt1772925,"$2,552,478","Preferred Content, Sundial Pictures"
Corpse Bride,2005,PG,"Animation, Drama, Family, Fantasy, Musical, Romance","Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman","When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.",English,"USA, UK",tt0121164,"$53,359,111","Warner Bros., Will Vinton Studios, Tim Burton Animation Co."
Jerry Maguire,1996,R,"Comedy, Drama, Romance, Sport","Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.","English, American Sign Language",USA,tt0116695,"$153,952,592",TriStar Pictures
The Death of Stalin,2017,R,"Comedy, Drama, History","Olga Kurylenko, Tom Brooke, Paddy Considine, Justin Edwards","Moscow, 1953. After being in power for nearly thirty years, Soviet dictator Joseph Vissarionovich Stalin (Adrian McLoughlin) takes ill and quickly dies. Now the members of the Council of Ministers scramble for power.",English,"UK, France, Belgium, Canada, USA",tt4686844,"$8,047,856","Panache Productions, France 3 Cinéma, Quad Productions, Gaumont, Main Journey, La Compagnie Cinématographique"
GoldenEye,1995,PG-13,"Action, Adventure, Thriller","Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen","Years after a friend and fellow 00 agent is killed on a joint mission, a secret space based weapons program known as ""GoldenEye"" is stolen. James Bond sets out to stop a Russian crime syndicate from using the weapon.","English, Russian, Spanish","UK, USA",tt0113189,"$106,429,941","United Artists, Danjaq Productions, Metro Goldwyn Mayer"
,,,,,,,,,,
Ralph Breaks the Internet,2018,PG,"Animation, Adventure, Comedy, Family, Fantasy","John C. Reilly, Sarah Silverman, Gal Gadot, Taraji P. Henson","Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",English,USA,tt5848272,"$201,091,711",Walt Disney Animation Studios
Good Time,2017,R,"Crime, Drama, Thriller","Robert Pattinson, Benny Safdie, Buddy Duress, Taliah Webster","After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",English,USA,tt4846232,"$2,026,499","Elara Pictures, Rhea Films"
Ip Man 2,2010,R,"Action, Biography, Drama, History","Donnie Yen, Xiaoming Huang, Sammo Kam-Bo Hung, Lynn Xiong",Centering on Ip Man's migration to Hong Kong in 1949 as he attempts to propagate his discipline of Wing Chun martial arts.,"Cantonese, Chinese, English","Hong Kong, China",tt1386932,"$205,675","Mandarin Films, Beijing ShengShi HuaRei Film Investment &amp; Management Co."
The Little Prince,2015,PG,"Animation, Adventure, Drama, Family, Fantasy","Jeff Bridges, Mackenzie Foy, Rachel McAdams, Marion Cotillard","A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",English,"France, Canada, Italy, USA, China",tt1754656,"$1,339,152",ON Animation Studios
The Spectacular Now,2013,R,"Comedy, Drama, Romance","Miles Teller, Shailene Woodley, Brie Larson, Masam Holden","A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",English,USA,tt1714206,"$6,854,611",Andrew Lauren Productions
Baahubali 2: The Conclusion,2017,Not Rated,"Action, Adventure, Drama, Fantasy","Prabhas, Rana Daggubati, Anushka Shetty, Sathyaraj","When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.","Telugu, Tamil",India,tt4849438,"$20,186,659",Arka Mediaworks
PK,2014,Not Rated,"Comedy, Drama, Musical, Sci-Fi","Aamir Khan, Rajinder Sharma Nanu, Anushka Sharma, Sushant Singh Rajput",An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,Hindi,India,tt2338151,"$10,616,104",Vinod Chopra Productions
Extraction,2020,R,"Action, Thriller","Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal","Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.","English, Hindi, Bengali",USA,tt8936646,N/A,"T.G.I.M Films, India Take One Productions, Thematic Entertainment, AGBO"
The Lobster,2015,R,"Comedy, Drama, Romance, Sci-Fi, Thriller","Jacqueline Abrahams, Roger Ashton-Griffiths, Jessica Barden, Olivia Colman","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.","English, French, Greek","Ireland, UK, Greece, France, Netherlands, USA",tt3464902,"$9,077,245","Element Pictures, Scarlet Films"
Blue Valentine,2010,R,"Drama, Romance","Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman","The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",English,USA,tt1120985,"$9,706,328","Silverwood Films, Hunting Lane"
Zindagi Na Milegi Dobara,2011,Not Rated,"Comedy, Drama","Hrithik Roshan, Farhan Akhtar, Abhay Deol, Katrina Kaif",Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,"Hindi, English, Spanish",India,tt1562872,"$3,108,485","UTV, Eros International Film Productions, Kanzaman, Excel Entertainment"
Green Room,2015,R,"Horror, Thriller","Anton Yelchin, Joe Cole, Alia Shawkat, Callum Turner",A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,English,USA,tt4062536,"$3,220,371","Broad Green Pictures, Filmscience"
Kung Fu Panda 2,2011,PG,"Animation, Action, Adventure, Comedy, Family, Fantasy","Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",English,"USA, China",tt1302011,"$165,249,063",DreamWorks Animation
The Ballad of Buster Scruggs,2018,R,"Comedy, Drama, Musical, Mystery, Romance, Western","Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","English, French",USA,tt6412452,N/A,"Annapurna Pictures, Netflix"
Cloverfield,2008,PG-13,"Action, Horror, Sci-Fi, Thriller","Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David",A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,"English, Russian",USA,tt1060277,"$80,048,433",Bad Robot
Burning,2018,Not Rated,"Drama, Mystery","Ah-in Yoo, Steven Yeun, Jong-seo Jun, Soo-Kyung Kim","Jong-su bumps into a girl who used to live in the same neighborhood, who asks him to look after her cat while she's on a trip to Africa. When back, she introduces Ben, a mysterious guy she met there, who confesses his secret hobby.","Korean, English","South Korea, Japan",tt7282468,"$718,991",Pine House Film
The Adventures of Tintin,1991–1992,TV-Y7,"Animation, Action, Adventure, Comedy, Crime, Family, Mystery","Colin O'Meara, Thierry Wermuth, Christian Pelissier, Henri Labussière","The adventures of the young reporter, his faithful dog and friends as they travel around the world on adventures.","French, English","France, Canada, Belgium, USA",tt0179552,,
Bolt,2008,PG,"Animation, Adventure, Comedy, Family, Fantasy","John Travolta, Miley Cyrus, Susie Essman, Mark Walton",The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,English,USA,tt0397892,"$114,053,579","Walt Disney Pictures, Walt Disney Animation"
Chasing Amy,1997,R,"Comedy, Drama, Romance","Ethan Suplee, Ben Affleck, Scott Mosier, Jason Lee","Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",English,USA,tt0118842,"$12,021,272",View Askew Productions
The Princess and the Frog,2009,G,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","English, French",USA,tt0780521,"$104,400,899",Walt Disney Animation
Bad Genius,2017,TV-MA,"Comedy, Crime, Drama, Thriller","Chutimon Chuengcharoensukying, Eisaya Hosuwan, Teeradon Supapunpinyo, Chanon Santinatornkul","Lynn, a genius high school student who makes money by cheating tests, receives a new task that leads her to set foot on Sydney, Australia. In order to complete the millions-Baht task, Lynn and her classmates have to finish the international STIC(SAT) exam and deliver the answers back to her friends in Thailand before the exam takes place once again in her home country.","Thai, English",Thailand,tt6788942,N/A,Jorkwang Films Co.
The Wicker Man,1973,R,"Horror, Mystery, Thriller","Edward Woodward, Christopher Lee, Diane Cilento, Britt Ekland",A puritan Police Sergeant arrives in a Scottish island village in search of a missing girl who the locals claim never existed.,English,UK,tt0070917,"$60,891",British Lion Film Corporation
A Single Man,2009,R,"Drama, Romance","Colin Firth, Julianne Moore, Nicholas Hoult, Matthew Goode","An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.","English, Spanish",USA,tt1315981,"$9,176,000","Fade to Black Productions, Artina Films, Depth of Field"
Blow,2001,R,"Biography, Crime, Drama","Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths","The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",English,"USA, Mexico",tt0221027,"$52,990,775","Spanky Pictures, New Line Cinema, Apostle Pictures, Avery Pix"
The Squid and the Whale,2005,R,"Comedy, Drama","Owen Kline, Jeff Daniels, Laura Linney, Jesse Eisenberg",Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,English,USA,tt0367089,"$7,372,734",Emerging Pictures
My Life as a Zucchini,2016,PG-13,"Animation, Comedy, Drama, Family, Romance","Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud, Michel Vuillermoz","After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.","French, English","Switzerland, France, USA",tt2321405,"$309,766","Rita Productions, KNM, Blue Spirit Animation"
Jim & Andy: The Great Beyond,2017,TV-MA,Documentary,"Jim Carrey, Danny DeVito, Milos Forman, Peter Bonerz",A behind-the-scenes look at how Jim Carrey adopted the persona of idiosyncratic comedian Andy Kaufman on the set of Man on the Moon (1999).,"English, East-Greenlandic","USA, Canada",tt7214762,N/A,Netflix
Barfi!,2012,Not Rated,"Comedy, Drama, Romance","Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla",Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,Hindi,India,tt2082197,"$2,804,874",N/A
Frances Ha,2012,R,"Comedy, Drama, Romance","Greta Gerwig, Mickey Sumner, Michael Esper, Adam Driver","A New York woman (who doesn't really have an apartment) apprentices for a dance company (though she's not really a dancer) and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.","English, French","USA, Brazil",tt2347569,"$4,069,826",RT Features
Tootsie,1982,PG,"Comedy, Drama, Romance","Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman","Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",English,USA,tt0084805,"$177,200,000","Punch Productions, Columbia Pictures Corporation"
Solo: A Star Wars Story,2018,PG-13,"Action, Adventure, Sci-Fi","Alden Ehrenreich, Joonas Suotamo, Woody Harrelson, Emilia Clarke","During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",English,USA,tt3778644,"$213,767,512",Lucasfilm Ltd.
Steve Jobs,2015,R,"Biography, Drama","Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels","Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",English,"UK, USA",tt2080374,"$17,766,658","Decibel Films, Scott Rudin Productions, Mark Gordon Productions, Entertainment 360, Cloud Eight"
